,Seed query,Entry,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function),Topological domain,Transmembrane,Subcellular location [CC],Intramembrane
0,"(gene:""CYP3A5"")",P20815,CP3A5_HUMAN,Cytochrome P450 3A5 (EC 1.14.14.1) (CYPIIIA5) (Cytochrome P450-PCN3),CYP3A5,Homo sapiens (Human),502,aflatoxin metabolic process [GO:0046222]; alkaloid catabolic process [GO:0009822]; estrogen metabolic process [GO:0008210]; lipid hydroxylation [GO:0002933]; oxidative demethylation [GO:0070989]; retinoic acid metabolic process [GO:0042573]; retinol metabolic process [GO:0042572]; steroid metabolic process [GO:0008202]; xenobiotic catabolic process [GO:0042178]; xenobiotic metabolic process [GO:0006805],endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231],endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; aromatase activity [GO:0070330]; estrogen 16-alpha-hydroxylase activity [GO:0101020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity [GO:0016491]; oxygen binding [GO:0019825]; retinoic acid 4-hydroxylase activity [GO:0008401]; testosterone 6-beta-hydroxylase activity [GO:0050649]; aflatoxin metabolic process [GO:0046222]; alkaloid catabolic process [GO:0009822]; estrogen metabolic process [GO:0008210]; lipid hydroxylation [GO:0002933]; oxidative demethylation [GO:0070989]; retinoic acid metabolic process [GO:0042573]; retinol metabolic process [GO:0042572]; steroid metabolic process [GO:0008202]; xenobiotic catabolic process [GO:0042178]; xenobiotic metabolic process [GO:0006805],aromatase activity [GO:0070330]; estrogen 16-alpha-hydroxylase activity [GO:0101020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity [GO:0016491]; oxygen binding [GO:0019825]; retinoic acid 4-hydroxylase activity [GO:0008401]; testosterone 6-beta-hydroxylase activity [GO:0050649],,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.,
1,,Q14V85,Q14V85_HUMAN,Cytochrome P450 3A (EC 1.14.14.-),CYP3A5,Homo sapiens (Human),347,,endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]",,"TRANSMEM 6..25; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 215..233; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368049}. Microsome membrane {ECO:0000256|RuleBase:RU368049}.,
2,,Q7Z446,Q7Z446_HUMAN,Cytochrome P450,CYP3A5,Homo sapiens (Human),84,oxidative demethylation [GO:0070989]; steroid metabolic process [GO:0008202],,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; testosterone 6-beta-hydroxylase activity [GO:0050649]; oxidative demethylation [GO:0070989]; steroid metabolic process [GO:0008202]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; testosterone 6-beta-hydroxylase activity [GO:0050649]",,,,
3,,Q7Z447,Q7Z447_HUMAN,Cytochrome P450,CYP3A5,Homo sapiens (Human),160,oxidative demethylation [GO:0070989]; steroid metabolic process [GO:0008202],endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; testosterone 6-beta-hydroxylase activity [GO:0050649]; oxidative demethylation [GO:0070989]; steroid metabolic process [GO:0008202]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; testosterone 6-beta-hydroxylase activity [GO:0050649]",,,,
4,,L8EC58,L8EC58_HUMAN,Alternative protein CYP3A5,CYP3A5,Homo sapiens (Human),82,,,,,,,,
5,,Q7Z3N0,Q7Z3N0_HUMAN,Cytochrome P450 family 3 subfamily A member 5 (Uncharacterized protein DKFZp686I18188),CYP3A5 DKFZp686I18188,Homo sapiens (Human),39,,membrane [GO:0016020],membrane [GO:0016020],,,"TRANSMEM 6..25; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,
6,,Q96RK6,Q96RK6_HUMAN,Cytochrome P-450,CYP3A5,Homo sapiens (Human),49,oxidative demethylation [GO:0070989]; steroid metabolic process [GO:0008202],,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; testosterone 6-beta-hydroxylase activity [GO:0050649]; oxidative demethylation [GO:0070989]; steroid metabolic process [GO:0008202]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; testosterone 6-beta-hydroxylase activity [GO:0050649]",,,,
7,,Q96RK7,Q96RK7_HUMAN,Cytochrome P-450,CYP3A5,Homo sapiens (Human),32,,,,,,,,
8,,Q96RK8,Q96RK8_HUMAN,Cytochrome P-450,CYP3A5,Homo sapiens (Human),35,,,,,,,,
0,"(gene:""UGT2A3"")",Q6UWM9,UD2A3_HUMAN,UDP-glucuronosyltransferase 2A3 (UDPGT 2A3) (EC 2.4.1.17),UGT2A3 UNQ2559/PRO6239,Homo sapiens (Human),527,cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210],membrane [GO:0016020],membrane [GO:0016020]; glucuronosyltransferase activity [GO:0015020]; cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210],glucuronosyltransferase activity [GO:0015020],"TOPO_DOM 24..491; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 513..527; /note=""Cytoplasmic""; /evidence=""ECO:0000255""","TRANSMEM 492..512; /note=""Helical""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,
1,,A0A0G2JRR8,A0A0G2JRR8_HUMAN,UDP glucuronosyltransferase family 2 member A3,UGT2A3,Homo sapiens (Human),173,,,UDP-glycosyltransferase activity [GO:0008194],UDP-glycosyltransferase activity [GO:0008194],,,,
2,,D6RBL8,D6RBL8_HUMAN,UDP glucuronosyltransferase family 2 member A3,UGT2A3,Homo sapiens (Human),172,,,UDP-glycosyltransferase activity [GO:0008194],UDP-glycosyltransferase activity [GO:0008194],,,,
0,"(gene:""CYP3A7"")",P24462,CP3A7_HUMAN,Cytochrome P450 3A7 (EC 1.14.14.1) (CYPIIIA7) (Cytochrome P450-HFLA) (P450HLp2),CYP3A7,Homo sapiens (Human),503,estrogen metabolic process [GO:0008210]; lipid hydroxylation [GO:0002933]; oxidative demethylation [GO:0070989]; retinoic acid metabolic process [GO:0042573]; retinol metabolic process [GO:0042572]; steroid biosynthetic process [GO:0006694]; steroid metabolic process [GO:0008202]; xenobiotic metabolic process [GO:0006805],endoplasmic reticulum membrane [GO:0005789],endoplasmic reticulum membrane [GO:0005789]; all-trans retinoic acid 18-hydroxylase activity [GO:0062183]; aromatase activity [GO:0070330]; estrogen 16-alpha-hydroxylase activity [GO:0101020]; estrogen 2-hydroxylase activity [GO:0101021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxygen binding [GO:0019825]; retinoic acid 4-hydroxylase activity [GO:0008401]; steroid hydroxylase activity [GO:0008395]; testosterone 6-beta-hydroxylase activity [GO:0050649]; estrogen metabolic process [GO:0008210]; lipid hydroxylation [GO:0002933]; oxidative demethylation [GO:0070989]; retinoic acid metabolic process [GO:0042573]; retinol metabolic process [GO:0042572]; steroid biosynthetic process [GO:0006694]; steroid metabolic process [GO:0008202]; xenobiotic metabolic process [GO:0006805],all-trans retinoic acid 18-hydroxylase activity [GO:0062183]; aromatase activity [GO:0070330]; estrogen 16-alpha-hydroxylase activity [GO:0101020]; estrogen 2-hydroxylase activity [GO:0101021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxygen binding [GO:0019825]; retinoic acid 4-hydroxylase activity [GO:0008401]; steroid hydroxylase activity [GO:0008395]; testosterone 6-beta-hydroxylase activity [GO:0050649],,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane {ECO:0000305|PubMed:2492179}; Peripheral membrane protein.,
1,,A0A087WV96,A0A087WV96_HUMAN,Cytochrome P450 3A (EC 1.14.14.-),CYP3A7-CYP3A51P,Homo sapiens (Human),503,,endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]",,"TRANSMEM 6..25; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368049}. Microsome membrane {ECO:0000256|RuleBase:RU368049}.,
2,,Q6KGV3,Q6KGV3_HUMAN,Cytochrome P450 variant 3A7,CYP3A7,Homo sapiens (Human),36,,,,,,,,
0,"(gene:""UGT2B10"")",P36537,UDB10_HUMAN,UDP-glucuronosyltransferase 2B10 (UDPGT 2B10) (EC 2.4.1.17),UGT2B10,Homo sapiens (Human),528,cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210]; lipid metabolic process [GO:0006629],endoplasmic reticulum membrane [GO:0005789],endoplasmic reticulum membrane [GO:0005789]; UDP-glycosyltransferase activity [GO:0008194]; cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210]; lipid metabolic process [GO:0006629],UDP-glycosyltransferase activity [GO:0008194],,"TRANSMEM 492..512; /note=""Helical""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Microsome membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.,
0,"(gene:""CYP46A1"")",Q9Y6A2,CP46A_HUMAN,Cholesterol 24-hydroxylase (CH24H) (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1 CYP46,Homo sapiens (Human),500,bile acid biosynthetic process [GO:0006699]; cholesterol catabolic process [GO:0006707]; nervous system development [GO:0007399]; progesterone metabolic process [GO:0042448]; protein localization to membrane raft [GO:1903044]; regulation of long-term synaptic potentiation [GO:1900271]; sterol metabolic process [GO:0016125]; xenobiotic metabolic process [GO:0006805],dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; postsynapse [GO:0098794]; presynapse [GO:0098793],dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; postsynapse [GO:0098794]; presynapse [GO:0098793]; cholesterol 24-hydroxylase activity [GO:0033781]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid hydroxylase activity [GO:0008395]; testosterone 16-beta-hydroxylase activity [GO:0062184]; bile acid biosynthetic process [GO:0006699]; cholesterol catabolic process [GO:0006707]; nervous system development [GO:0007399]; progesterone metabolic process [GO:0042448]; protein localization to membrane raft [GO:1903044]; regulation of long-term synaptic potentiation [GO:1900271]; sterol metabolic process [GO:0016125]; xenobiotic metabolic process [GO:0006805],cholesterol 24-hydroxylase activity [GO:0033781]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid hydroxylase activity [GO:0008395]; testosterone 16-beta-hydroxylase activity [GO:0062184],,"TRANSMEM 3..23; /note=""Helical""; /evidence=""ECO:0000255""","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9WVK8}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q9WVK8}. Microsome membrane {ECO:0000250|UniProtKB:Q9WVK8}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q9WVK8}. Postsynapse {ECO:0000250|UniProtKB:Q9WVK8}. Presynapse {ECO:0000250|UniProtKB:Q9WVK8}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q9WVK8}.",
1,,G3V366,G3V366_HUMAN,Cytochrome P450 family 46 subfamily A member 1,CYP46A1,Homo sapiens (Human),96,cholesterol catabolic process [GO:0006707],,cholesterol 24-hydroxylase activity [GO:0033781]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; cholesterol catabolic process [GO:0006707],cholesterol 24-hydroxylase activity [GO:0033781]; heme binding [GO:0020037]; iron ion binding [GO:0005506],,,,
2,,H0YJI0,H0YJI0_HUMAN,Cytochrome P450 family 46 subfamily A member 1,CYP46A1,Homo sapiens (Human),164,cholesterol catabolic process [GO:0006707],,cholesterol 24-hydroxylase activity [GO:0033781]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; cholesterol catabolic process [GO:0006707],cholesterol 24-hydroxylase activity [GO:0033781]; heme binding [GO:0020037]; iron ion binding [GO:0005506],,,,
3,,H0YJU5,H0YJU5_HUMAN,Cytochrome P450 family 46 subfamily A member 1,CYP46A1,Homo sapiens (Human),51,,,,,,,,
0,"(gene:""UGT2B11"")",P06133,UD2B4_HUMAN,UDP-glucuronosyltransferase 2B4 (UDPGT 2B4) (UGT2B4) (EC 2.4.1.17) (HLUG25) (Hyodeoxycholic acid-specific UDPGT) (UDPGTh-1),UGT2B4 UGT2B11,Homo sapiens (Human),528,cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210],endoplasmic reticulum membrane [GO:0005789],endoplasmic reticulum membrane [GO:0005789]; glucuronosyltransferase activity [GO:0015020]; cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210],glucuronosyltransferase activity [GO:0015020],,"TRANSMEM 493..509; /note=""Helical""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:8333863}; Single-pass membrane protein {ECO:0000255}.,
1,,O75310,UDB11_HUMAN,UDP-glucuronosyltransferase 2B11 (UDPGT 2B11) (EC 2.4.1.17),UGT2B11,Homo sapiens (Human),529,cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210]; xenobiotic glucuronidation [GO:0052697]; xenobiotic metabolic process [GO:0006805],endoplasmic reticulum membrane [GO:0005789],endoplasmic reticulum membrane [GO:0005789]; glucuronosyltransferase activity [GO:0015020]; cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210]; xenobiotic glucuronidation [GO:0052697]; xenobiotic metabolic process [GO:0006805],glucuronosyltransferase activity [GO:0015020],,"TRANSMEM 493..513; /note=""Helical""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Microsome membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.,
2,,Q4W5B9,Q4W5B9_HUMAN,Uncharacterized protein UGT2B11,UGT2B11,Homo sapiens (Human),92,cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210],membrane [GO:0016020],membrane [GO:0016020]; glucuronosyltransferase activity [GO:0015020]; cellular glucuronidation [GO:0052695]; estrogen metabolic process [GO:0008210],glucuronosyltransferase activity [GO:0015020],,"TRANSMEM 56..80; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,
0,"(gene:""CYP4A11"")",Q02928,CP4AB_HUMAN,Cytochrome P450 4A11 (EC 1.14.14.1) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (CYP4AII) (CYPIVA11) (Cytochrome P-450HK-omega) (Cytochrome P450HL-omega) (Fatty acid omega-hydroxylase) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80),CYP4A11 CYP4A2,Homo sapiens (Human),519,arachidonic acid metabolic process [GO:0019369]; epoxygenase P450 pathway [GO:0019373]; fatty acid metabolic process [GO:0006631]; icosanoid biosynthetic process [GO:0046456]; kidney development [GO:0001822]; lauric acid metabolic process [GO:0048252]; leukotriene metabolic process [GO:0006691]; linoleic acid metabolic process [GO:0043651]; long-chain fatty acid metabolic process [GO:0001676]; omega-hydroxylase P450 pathway [GO:0097267]; oxylipin biosynthetic process [GO:0031408]; positive regulation of icosanoid secretion [GO:0032305]; pressure natriuresis [GO:0003095]; renal water homeostasis [GO:0003091]; sodium ion homeostasis [GO:0055078],apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231],apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; alkane 1-monooxygenase activity [GO:0018685]; arachidonic acid epoxygenase activity [GO:0008392]; arachidonic acid monooxygenase activity [GO:0008391]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; leukotriene-B4 20-monooxygenase activity [GO:0050051]; long-chain fatty acid omega-hydroxylase activity [GO:0102033]; monooxygenase activity [GO:0004497]; arachidonic acid metabolic process [GO:0019369]; epoxygenase P450 pathway [GO:0019373]; fatty acid metabolic process [GO:0006631]; icosanoid biosynthetic process [GO:0046456]; kidney development [GO:0001822]; lauric acid metabolic process [GO:0048252]; leukotriene metabolic process [GO:0006691]; linoleic acid metabolic process [GO:0043651]; long-chain fatty acid metabolic process [GO:0001676]; omega-hydroxylase P450 pathway [GO:0097267]; oxylipin biosynthetic process [GO:0031408]; positive regulation of icosanoid secretion [GO:0032305]; pressure natriuresis [GO:0003095]; renal water homeostasis [GO:0003091]; sodium ion homeostasis [GO:0055078],alkane 1-monooxygenase activity [GO:0018685]; arachidonic acid epoxygenase activity [GO:0008392]; arachidonic acid monooxygenase activity [GO:0008391]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; leukotriene-B4 20-monooxygenase activity [GO:0050051]; long-chain fatty acid omega-hydroxylase activity [GO:0102033]; monooxygenase activity [GO:0004497],,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:1739747}; Peripheral membrane protein {ECO:0000305}. Microsome membrane {ECO:0000305|PubMed:1739747}; Peripheral membrane protein {ECO:0000305}.,
